part_id,order_id,part_name_id,quantity,order_date,order_time,unit_price,total_price,part_size,part_category,warehouse_id,supplier_name,part_name
201,103,hyd_pump_l,3,2023-01-17,02:41:46,691.76,2075.28,L,Hydraulic System,WH02,AgriParts Co,Hydraulic Pump Large
202,350,sensor_temp_s,6,2023-10-17,02:21:51,836.25,5017.5,M,Electrical,WH02,HarvestTech Ltd,Temperature Sensor
203,365,blade_std_s,6,2023-06-11,18:31:23,355.76,2134.56,S,Cutting System,WH01,HarvestTech Ltd,Standard Cutting Blade
204,253,engine_filter_m,6,2023-08-31,20:10:16,869.11,5214.66,M,Engine Components,WH03,HarvestTech Ltd,Engine Oil Filter
205,314,hyd_pump_l,2,2023-04-08,11:15:39,612.29,1224.58,L,Hydraulic System,WH03,GreenAgro Supplies,Hydraulic Pump Large
206,270,bearing_axle_m,7,2023-07-26,20:55:53,133.78,936.46,M,Chassis,WH03,AgriParts Co,Axle Bearing
207,231,chain_feed_l,9,2023-01-04,12:32:36,214.29,1928.61,L,Feeding System,WH03,HarvestTech Ltd,Feed Chain Assembly
208,394,blade_std_s,7,2023-06-03,18:18:31,1368.3,9578.1,S,Cutting System,WH01,HarvestTech Ltd,Standard Cutting Blade
209,156,blade_std_s,3,2023-11-25,11:44:51,1403.74,4211.22,S,Cutting System,WH02,FieldMachinery Inc,Standard Cutting Blade
210,41,belt_drive_m,4,2023-02-22,23:07:18,1435.62,5742.48,M,Transmission,WH01,FieldMachinery Inc,Drive Belt Medium
211,315,radiator_cool_m,2,2023-06-01,18:17:53,970.46,1940.92,L,Cooling System,WH03,HarvestTech Ltd,Radiator Cooling Unit
212,88,starter_motor_s,10,2023-03-29,12:17:32,1267.73,12677.3,L,Electrical,WH01,AgriParts Co,Starter Motor
213,42,engine_filter_m,10,2023-02-17,09:38:08,985.42,9854.2,L,Engine Components,WH02,AgriParts Co,Engine Oil Filter
214,255,radiator_cool_m,5,2023-04-08,23:22:16,1436.06,7180.3,M,Cooling System,WH01,GreenAgro Supplies,Radiator Cooling Unit
215,153,chain_feed_l,2,2023-12-16,02:10:52,258.17,516.34,M,Feeding System,WH02,GreenAgro Supplies,Feed Chain Assembly
216,105,sensor_temp_s,10,2023-07-25,05:13:50,486.06,4860.6,L,Electrical,WH02,FieldMachinery Inc,Temperature Sensor
217,205,blade_std_s,6,2023-11-07,18:44:59,853.44,5120.64,M,Cutting System,WH01,GreenAgro Supplies,Standard Cutting Blade
218,63,belt_drive_m,8,2023-02-05,09:01:35,232.79,1862.32,S,Transmission,WH02,GreenAgro Supplies,Drive Belt Medium
219,316,bearing_axle_m,4,2023-04-22,05:48:52,1224.88,4899.52,L,Chassis,WH03,FieldMachinery Inc,Axle Bearing
220,98,blade_std_s,8,2023-04-23,18:44:26,713.55,5708.4,M,Cutting System,WH02,AgriParts Co,Standard Cutting Blade
221,47,bearing_axle_m,9,2023-11-06,16:38:50,1450.86,13057.74,S,Chassis,WH03,FieldMachinery Inc,Axle Bearing
222,25,engine_filter_m,5,2023-12-26,18:01:06,906.34,4531.7,L,Engine Components,WH03,GreenAgro Supplies,Engine Oil Filter
223,147,radiator_cool_m,1,2023-09-28,03:54:49,660.62,660.62,M,Cooling System,WH03,FieldMachinery Inc,Radiator Cooling Unit
224,392,bearing_axle_m,6,2023-12-08,01:38:50,615.86,3695.16,L,Chassis,WH03,HarvestTech Ltd,Axle Bearing
225,186,radiator_cool_m,5,2023-07-05,02:40:37,594.86,2974.3,M,Cooling System,WH03,FieldMachinery Inc,Radiator Cooling Unit
226,320,starter_motor_s,2,2023-02-01,04:41:04,1463.25,2926.5,M,Electrical,WH02,FieldMachinery Inc,Starter Motor
227,286,sensor_temp_s,3,2023-10-09,07:14:50,913.63,2740.89,M,Electrical,WH03,AgriParts Co,Temperature Sensor
228,24,engine_filter_m,3,2023-11-29,12:07:32,1210.85,3632.55,L,Engine Components,WH02,HarvestTech Ltd,Engine Oil Filter
229,311,radiator_cool_m,3,2023-12-05,11:56:27,1398.77,4196.31,M,Cooling System,WH01,GreenAgro Supplies,Radiator Cooling Unit
230,316,belt_drive_m,10,2023-04-22,12:14:49,773.29,7732.9,L,Transmission,WH03,GreenAgro Supplies,Drive Belt Medium
231,363,starter_motor_s,5,2023-06-03,17:17:25,1228.23,6141.15,M,Electrical,WH02,AgriParts Co,Starter Motor
232,214,starter_motor_s,5,2023-12-10,22:54:38,64.3,321.5,M,Electrical,WH02,HarvestTech Ltd,Starter Motor
233,370,engine_filter_m,10,2023-10-16,17:29:33,276.51,2765.1,L,Engine Components,WH03,GreenAgro Supplies,Engine Oil Filter
234,76,gearbox_hd_l,1,2023-03-25,20:50:47,1423.6,1423.6,S,Transmission,WH01,AgriParts Co,Heavy Duty Gearbox
235,226,sensor_temp_s,7,2023-10-29,05:30:48,634.12,4438.84,S,Electrical,WH02,GreenAgro Supplies,Temperature Sensor
236,377,engine_filter_m,3,2023-03-09,18:53:04,330.83,992.49,M,Engine Components,WH03,GreenAgro Supplies,Engine Oil Filter
237,270,bearing_axle_m,6,2023-07-26,06:18:19,703.0,4218.0,L,Chassis,WH02,FieldMachinery Inc,Axle Bearing
238,347,belt_drive_m,10,2023-08-03,17:37:42,308.59,3085.9,S,Transmission,WH02,FieldMachinery Inc,Drive Belt Medium
239,116,belt_drive_m,5,2023-08-23,07:32:48,1043.1,5215.5,M,Transmission,WH02,GreenAgro Supplies,Drive Belt Medium
240,179,radiator_cool_m,5,2023-09-29,10:28:41,204.76,1023.8,L,Cooling System,WH03,GreenAgro Supplies,Radiator Cooling Unit
241,203,sensor_temp_s,3,2023-05-16,10:34:30,87.05,261.15,L,Electrical,WH01,FieldMachinery Inc,Temperature Sensor
242,227,belt_drive_m,8,2023-10-11,07:47:27,323.05,2584.4,L,Transmission,WH02,FieldMachinery Inc,Drive Belt Medium
243,71,hyd_pump_l,10,2023-07-14,21:21:57,377.94,3779.4,S,Hydraulic System,WH03,HarvestTech Ltd,Hydraulic Pump Large
244,327,gearbox_hd_l,1,2023-09-29,03:38:53,634.62,634.62,L,Transmission,WH02,AgriParts Co,Heavy Duty Gearbox
245,349,blade_std_s,1,2023-10-26,20:02:15,1467.42,1467.42,S,Cutting System,WH02,GreenAgro Supplies,Standard Cutting Blade
246,245,gearbox_hd_l,5,2023-09-06,11:41:36,445.99,2229.95,S,Transmission,WH01,HarvestTech Ltd,Heavy Duty Gearbox
247,274,engine_filter_m,3,2023-04-09,15:12:53,1326.31,3978.93,S,Engine Components,WH01,GreenAgro Supplies,Engine Oil Filter
248,254,blade_std_s,5,2023-07-28,01:21:50,38.67,193.35,L,Cutting System,WH03,AgriParts Co,Standard Cutting Blade
249,172,belt_drive_m,8,2023-09-17,23:20:58,826.37,6610.96,M,Transmission,WH01,GreenAgro Supplies,Drive Belt Medium
250,140,gearbox_hd_l,2,2023-08-05,12:02:23,264.68,529.36,M,Transmission,WH03,FieldMachinery Inc,Heavy Duty Gearbox
251,368,blade_std_s,1,2023-08-23,12:16:25,1191.38,1191.38,L,Cutting System,WH03,HarvestTech Ltd,Standard Cutting Blade
252,90,starter_motor_s,7,2023-05-06,15:34:19,785.04,5495.28,S,Electrical,WH02,AgriParts Co,Starter Motor
253,95,blade_std_s,8,2023-11-24,11:46:55,1405.34,11242.72,S,Cutting System,WH02,GreenAgro Supplies,Standard Cutting Blade
254,121,chain_feed_l,5,2023-10-15,12:00:04,470.37,2351.85,L,Feeding System,WH03,AgriParts Co,Feed Chain Assembly
255,134,sensor_temp_s,4,2023-01-25,02:15:42,1009.98,4039.92,M,Electrical,WH02,HarvestTech Ltd,Temperature Sensor
256,208,radiator_cool_m,5,2023-10-04,04:16:29,967.1,4835.5,M,Cooling System,WH02,HarvestTech Ltd,Radiator Cooling Unit
257,113,blade_std_s,8,2023-09-13,05:34:38,696.09,5568.72,L,Cutting System,WH02,GreenAgro Supplies,Standard Cutting Blade
258,360,radiator_cool_m,8,2023-03-09,19:34:13,1207.94,9663.52,S,Cooling System,WH01,AgriParts Co,Radiator Cooling Unit
259,270,chain_feed_l,9,2023-07-26,13:10:19,140.2,1261.8,L,Feeding System,WH01,AgriParts Co,Feed Chain Assembly
260,281,radiator_cool_m,4,2023-05-23,20:51:05,816.57,3266.28,S,Cooling System,WH02,GreenAgro Supplies,Radiator Cooling Unit
261,60,gearbox_hd_l,10,2023-10-23,17:47:51,159.14,1591.4,L,Transmission,WH02,AgriParts Co,Heavy Duty Gearbox
262,233,blade_std_s,9,2023-12-29,15:07:30,698.78,6289.02,S,Cutting System,WH03,GreenAgro Supplies,Standard Cutting Blade
263,345,belt_drive_m,1,2023-11-14,14:24:57,400.32,400.32,S,Transmission,WH03,HarvestTech Ltd,Drive Belt Medium
264,297,hyd_pump_l,1,2023-09-04,15:25:34,533.18,533.18,S,Hydraulic System,WH03,AgriParts Co,Hydraulic Pump Large
265,36,chain_feed_l,1,2023-06-24,10:27:09,628.08,628.08,S,Feeding System,WH03,GreenAgro Supplies,Feed Chain Assembly
266,192,bearing_axle_m,8,2023-02-10,13:44:39,579.08,4632.64,L,Chassis,WH03,HarvestTech Ltd,Axle Bearing
267,335,sensor_temp_s,2,2023-02-04,06:29:52,1489.45,2978.9,M,Electrical,WH03,HarvestTech Ltd,Temperature Sensor
268,373,gearbox_hd_l,1,2023-10-03,00:49:39,1468.27,1468.27,M,Transmission,WH03,GreenAgro Supplies,Heavy Duty Gearbox
269,273,bearing_axle_m,4,2023-05-08,09:00:41,704.42,2817.68,S,Chassis,WH02,HarvestTech Ltd,Axle Bearing
270,372,hyd_pump_l,1,2023-02-07,15:15:50,932.01,932.01,S,Hydraulic System,WH01,HarvestTech Ltd,Hydraulic Pump Large
271,35,hyd_pump_l,10,2023-08-05,01:13:20,683.5,6835.0,L,Hydraulic System,WH03,AgriParts Co,Hydraulic Pump Large
272,126,engine_filter_m,7,2023-10-26,15:58:55,370.65,2594.55,S,Engine Components,WH01,HarvestTech Ltd,Engine Oil Filter
273,258,belt_drive_m,4,2023-12-04,20:58:31,495.38,1981.52,L,Transmission,WH03,FieldMachinery Inc,Drive Belt Medium
274,122,belt_drive_m,3,2023-10-03,18:58:41,351.04,1053.12,M,Transmission,WH02,AgriParts Co,Drive Belt Medium
275,286,starter_motor_s,3,2023-10-09,22:47:30,1026.16,3078.48,L,Electrical,WH02,AgriParts Co,Starter Motor
276,177,bearing_axle_m,9,2023-03-24,11:36:17,1052.05,9468.45,M,Chassis,WH01,FieldMachinery Inc,Axle Bearing
277,193,blade_std_s,9,2023-02-13,17:14:25,380.43,3423.87,S,Cutting System,WH02,HarvestTech Ltd,Standard Cutting Blade
278,238,engine_filter_m,9,2023-01-17,15:01:30,1452.48,13072.32,L,Engine Components,WH03,HarvestTech Ltd,Engine Oil Filter
279,199,gearbox_hd_l,5,2023-12-04,07:24:11,512.14,2560.7,S,Transmission,WH02,FieldMachinery Inc,Heavy Duty Gearbox
280,48,radiator_cool_m,4,2023-05-16,01:52:35,420.98,1683.92,L,Cooling System,WH03,AgriParts Co,Radiator Cooling Unit
281,38,gearbox_hd_l,10,2023-03-21,20:20:49,345.1,3451.0,S,Transmission,WH02,FieldMachinery Inc,Heavy Duty Gearbox
282,8,gearbox_hd_l,4,2023-02-22,04:16:16,1126.65,4506.6,M,Transmission,WH01,HarvestTech Ltd,Heavy Duty Gearbox
283,204,gearbox_hd_l,9,2023-09-28,11:42:34,1168.88,10519.92,M,Transmission,WH02,FieldMachinery Inc,Heavy Duty Gearbox
284,158,belt_drive_m,6,2023-02-27,18:40:15,1327.15,7962.9,M,Transmission,WH01,GreenAgro Supplies,Drive Belt Medium
285,390,sensor_temp_s,4,2023-09-28,13:29:49,486.56,1946.24,S,Electrical,WH03,HarvestTech Ltd,Temperature Sensor
286,380,blade_std_s,1,2023-05-06,09:29:40,841.13,841.13,L,Cutting System,WH03,GreenAgro Supplies,Standard Cutting Blade
287,152,blade_std_s,4,2023-02-28,12:00:36,364.28,1457.12,L,Cutting System,WH01,GreenAgro Supplies,Standard Cutting Blade
288,282,sensor_temp_s,5,2023-08-25,17:47:24,1450.6,7253.0,L,Electrical,WH03,GreenAgro Supplies,Temperature Sensor
289,236,blade_std_s,6,2023-04-28,06:09:45,231.44,1388.64,L,Cutting System,WH02,HarvestTech Ltd,Standard Cutting Blade
290,278,engine_filter_m,9,2023-03-13,01:13:53,1262.63,11363.67,S,Engine Components,WH03,AgriParts Co,Engine Oil Filter
291,392,engine_filter_m,7,2023-12-08,05:00:21,1267.75,8874.25,S,Engine Components,WH01,HarvestTech Ltd,Engine Oil Filter
292,5,gearbox_hd_l,9,2023-05-06,16:36:10,575.47,5179.23,L,Transmission,WH03,GreenAgro Supplies,Heavy Duty Gearbox
293,338,chain_feed_l,1,2023-07-26,00:14:26,810.01,810.01,M,Feeding System,WH01,AgriParts Co,Feed Chain Assembly
294,272,belt_drive_m,9,2023-02-25,10:26:16,50.29,452.61,L,Transmission,WH03,GreenAgro Supplies,Drive Belt Medium
295,92,hyd_pump_l,2,2023-08-25,19:05:32,244.62,489.24,S,Hydraulic System,WH03,FieldMachinery Inc,Hydraulic Pump Large
296,182,belt_drive_m,7,2023-06-15,02:52:37,575.25,4026.75,M,Transmission,WH02,HarvestTech Ltd,Drive Belt Medium
297,357,gearbox_hd_l,5,2023-05-03,02:56:06,989.26,4946.3,L,Transmission,WH01,AgriParts Co,Heavy Duty Gearbox
298,208,bearing_axle_m,7,2023-10-04,20:07:23,727.11,5089.77,L,Chassis,WH01,HarvestTech Ltd,Axle Bearing
299,43,chain_feed_l,7,2023-07-14,23:28:49,1181.96,8273.72,L,Feeding System,WH01,AgriParts Co,Feed Chain Assembly
300,118,gearbox_hd_l,10,2023-05-16,17:18:44,424.87,4248.7,S,Transmission,WH03,FieldMachinery Inc,Heavy Duty Gearbox
301,279,starter_motor_s,1,2023-08-05,06:31:48,1394.93,1394.93,M,Electrical,WH01,HarvestTech Ltd,Starter Motor
302,301,blade_std_s,7,2023-03-26,02:48:04,466.43,3265.01,L,Cutting System,WH01,GreenAgro Supplies,Standard Cutting Blade
303,347,radiator_cool_m,6,2023-08-03,13:58:31,1139.52,6837.12,S,Cooling System,WH03,AgriParts Co,Radiator Cooling Unit
304,257,sensor_temp_s,1,2023-02-19,03:33:23,669.71,669.71,S,Electrical,WH02,GreenAgro Supplies,Temperature Sensor
305,397,sensor_temp_s,1,2023-03-10,23:05:15,428.16,428.16,M,Electrical,WH02,HarvestTech Ltd,Temperature Sensor
306,183,radiator_cool_m,7,2023-09-08,15:43:23,298.96,2092.72,L,Cooling System,WH03,GreenAgro Supplies,Radiator Cooling Unit
307,44,starter_motor_s,5,2023-02-19,08:58:22,1076.84,5384.2,S,Electrical,WH02,HarvestTech Ltd,Starter Motor
308,195,blade_std_s,7,2023-02-05,11:31:47,557.03,3899.21,S,Cutting System,WH01,FieldMachinery Inc,Standard Cutting Blade
309,228,sensor_temp_s,5,2023-04-28,03:43:19,220.45,1102.25,S,Electrical,WH02,GreenAgro Supplies,Temperature Sensor
310,286,radiator_cool_m,9,2023-10-09,14:51:23,177.36,1596.24,S,Cooling System,WH02,AgriParts Co,Radiator Cooling Unit
311,306,starter_motor_s,6,2023-08-21,14:01:33,43.2,259.2,M,Electrical,WH02,AgriParts Co,Starter Motor
312,372,radiator_cool_m,4,2023-02-07,20:49:27,793.63,3174.52,L,Cooling System,WH02,HarvestTech Ltd,Radiator Cooling Unit
313,72,belt_drive_m,5,2023-05-23,09:46:20,752.36,3761.8,S,Transmission,WH01,GreenAgro Supplies,Drive Belt Medium
314,142,bearing_axle_m,5,2023-02-02,17:37:49,1179.43,5897.15,M,Chassis,WH02,HarvestTech Ltd,Axle Bearing
315,370,chain_feed_l,10,2023-10-16,22:27:08,313.43,3134.3,S,Feeding System,WH01,FieldMachinery Inc,Feed Chain Assembly
316,4,bearing_axle_m,6,2023-05-21,22:34:49,585.34,3512.04,M,Chassis,WH02,FieldMachinery Inc,Axle Bearing
317,221,starter_motor_s,3,2023-05-07,10:56:18,497.98,1493.94,L,Electrical,WH01,GreenAgro Supplies,Starter Motor
318,161,blade_std_s,7,2023-03-22,11:37:10,454.89,3184.23,L,Cutting System,WH03,GreenAgro Supplies,Standard Cutting Blade
319,295,gearbox_hd_l,6,2023-07-28,13:41:30,438.44,2630.64,M,Transmission,WH02,AgriParts Co,Heavy Duty Gearbox
320,289,gearbox_hd_l,10,2023-11-30,19:51:56,290.39,2903.9,L,Transmission,WH01,GreenAgro Supplies,Heavy Duty Gearbox
321,363,gearbox_hd_l,8,2023-06-03,10:36:25,1251.14,10009.12,S,Transmission,WH02,GreenAgro Supplies,Heavy Duty Gearbox
322,72,belt_drive_m,4,2023-05-23,09:11:59,996.53,3986.12,L,Transmission,WH02,GreenAgro Supplies,Drive Belt Medium
323,38,chain_feed_l,10,2023-03-21,17:26:54,883.81,8838.1,L,Feeding System,WH03,GreenAgro Supplies,Feed Chain Assembly
324,279,engine_filter_m,6,2023-08-05,19:32:53,900.88,5405.28,S,Engine Components,WH01,HarvestTech Ltd,Engine Oil Filter
325,337,sensor_temp_s,3,2023-05-01,23:33:23,928.7,2786.1,L,Electrical,WH03,GreenAgro Supplies,Temperature Sensor
326,386,sensor_temp_s,7,2023-12-27,03:51:26,40.56,283.92,M,Electrical,WH01,HarvestTech Ltd,Temperature Sensor
327,229,sensor_temp_s,7,2023-10-29,16:51:34,1164.2,8149.4,L,Electrical,WH03,HarvestTech Ltd,Temperature Sensor
328,177,engine_filter_m,8,2023-03-24,03:48:23,460.76,3686.08,S,Engine Components,WH01,HarvestTech Ltd,Engine Oil Filter
329,179,belt_drive_m,6,2023-09-29,16:34:41,1181.8,7090.8,L,Transmission,WH02,FieldMachinery Inc,Drive Belt Medium
330,244,hyd_pump_l,8,2023-12-09,16:28:23,495.39,3963.12,M,Hydraulic System,WH01,AgriParts Co,Hydraulic Pump Large
331,12,sensor_temp_s,2,2023-10-30,05:59:02,1396.64,2793.28,L,Electrical,WH01,HarvestTech Ltd,Temperature Sensor
332,283,blade_std_s,6,2023-05-08,20:23:00,653.89,3923.34,M,Cutting System,WH01,GreenAgro Supplies,Standard Cutting Blade
333,323,blade_std_s,3,2023-01-26,23:19:08,994.53,2983.59,M,Cutting System,WH01,HarvestTech Ltd,Standard Cutting Blade
334,231,starter_motor_s,7,2023-01-04,14:09:25,31.56,220.92,S,Electrical,WH01,FieldMachinery Inc,Starter Motor
335,386,hyd_pump_l,10,2023-12-27,03:42:16,1204.27,12042.7,L,Hydraulic System,WH01,FieldMachinery Inc,Hydraulic Pump Large
336,167,gearbox_hd_l,8,2023-09-17,04:08:56,411.97,3295.76,M,Transmission,WH03,FieldMachinery Inc,Heavy Duty Gearbox
337,306,bearing_axle_m,10,2023-08-21,14:17:31,890.83,8908.3,M,Chassis,WH02,GreenAgro Supplies,Axle Bearing
338,317,blade_std_s,5,2023-01-30,22:22:21,895.5,4477.5,L,Cutting System,WH01,FieldMachinery Inc,Standard Cutting Blade
339,61,gearbox_hd_l,5,2023-04-09,04:15:28,294.99,1474.95,L,Transmission,WH01,GreenAgro Supplies,Heavy Duty Gearbox
340,215,starter_motor_s,3,2023-11-29,20:55:40,590.97,1772.91,S,Electrical,WH02,HarvestTech Ltd,Starter Motor
341,285,blade_std_s,8,2023-08-15,10:30:58,231.94,1855.52,M,Cutting System,WH02,AgriParts Co,Standard Cutting Blade
342,184,engine_filter_m,8,2023-01-10,04:58:15,312.81,2502.48,M,Engine Components,WH03,GreenAgro Supplies,Engine Oil Filter
343,210,chain_feed_l,7,2023-04-13,16:09:36,745.83,5220.81,S,Feeding System,WH03,AgriParts Co,Feed Chain Assembly
344,390,gearbox_hd_l,5,2023-09-28,01:11:25,430.41,2152.05,L,Transmission,WH02,HarvestTech Ltd,Heavy Duty Gearbox
345,400,chain_feed_l,10,2023-02-24,18:02:01,835.85,8358.5,S,Feeding System,WH03,AgriParts Co,Feed Chain Assembly
346,138,radiator_cool_m,6,2023-03-23,19:44:06,1238.35,7430.1,S,Cooling System,WH03,GreenAgro Supplies,Radiator Cooling Unit
347,280,gearbox_hd_l,7,2023-04-04,03:43:43,1110.58,7774.06,L,Transmission,WH01,FieldMachinery Inc,Heavy Duty Gearbox
348,17,chain_feed_l,5,2023-04-22,12:41:28,1296.74,6483.7,S,Feeding System,WH02,AgriParts Co,Feed Chain Assembly
349,398,gearbox_hd_l,4,2023-05-16,21:24:20,1041.47,4165.88,L,Transmission,WH03,GreenAgro Supplies,Heavy Duty Gearbox
350,85,starter_motor_s,3,2023-02-06,07:31:22,1224.96,3674.88,S,Electrical,WH03,FieldMachinery Inc,Starter Motor
351,273,belt_drive_m,10,2023-05-08,19:36:57,273.36,2733.6,L,Transmission,WH02,FieldMachinery Inc,Drive Belt Medium
352,294,belt_drive_m,9,2023-03-27,03:28:01,224.99,2024.91,M,Transmission,WH01,FieldMachinery Inc,Drive Belt Medium
353,336,blade_std_s,3,2023-12-12,09:05:25,240.71,722.13,M,Cutting System,WH01,GreenAgro Supplies,Standard Cutting Blade
354,251,blade_std_s,10,2023-08-31,23:01:30,421.36,4213.6,M,Cutting System,WH02,GreenAgro Supplies,Standard Cutting Blade
355,39,hyd_pump_l,7,2023-04-21,18:46:22,1130.96,7916.72,L,Hydraulic System,WH02,GreenAgro Supplies,Hydraulic Pump Large
356,250,sensor_temp_s,10,2023-10-23,00:05:24,1306.64,13066.4,L,Electrical,WH01,GreenAgro Supplies,Temperature Sensor
357,326,sensor_temp_s,2,2023-09-15,19:27:28,611.63,1223.26,M,Electrical,WH01,GreenAgro Supplies,Temperature Sensor
358,138,sensor_temp_s,5,2023-03-23,12:17:50,832.28,4161.4,S,Electrical,WH03,GreenAgro Supplies,Temperature Sensor
359,176,engine_filter_m,1,2023-07-11,03:37:31,948.61,948.61,M,Engine Components,WH01,AgriParts Co,Engine Oil Filter
360,81,chain_feed_l,8,2023-05-17,00:01:28,1487.96,11903.68,M,Feeding System,WH01,HarvestTech Ltd,Feed Chain Assembly
361,333,belt_drive_m,3,2023-02-05,09:58:36,162.68,488.04,M,Transmission,WH02,AgriParts Co,Drive Belt Medium
362,191,blade_std_s,1,2023-10-18,14:25:49,947.77,947.77,L,Cutting System,WH03,HarvestTech Ltd,Standard Cutting Blade
363,220,hyd_pump_l,2,2023-03-03,00:02:22,339.8,679.6,S,Hydraulic System,WH01,HarvestTech Ltd,Hydraulic Pump Large
364,266,chain_feed_l,1,2023-12-01,00:17:36,1051.01,1051.01,S,Feeding System,WH02,HarvestTech Ltd,Feed Chain Assembly
365,245,hyd_pump_l,4,2023-09-06,13:56:49,156.76,627.04,S,Hydraulic System,WH01,FieldMachinery Inc,Hydraulic Pump Large
366,189,belt_drive_m,3,2023-01-30,13:56:04,1165.85,3497.55,S,Transmission,WH03,HarvestTech Ltd,Drive Belt Medium
367,36,radiator_cool_m,10,2023-06-24,00:18:30,925.22,9252.2,S,Cooling System,WH02,FieldMachinery Inc,Radiator Cooling Unit
368,370,gearbox_hd_l,3,2023-10-16,14:59:23,933.71,2801.13,M,Transmission,WH01,AgriParts Co,Heavy Duty Gearbox
369,52,blade_std_s,2,2023-03-05,21:27:56,1101.76,2203.52,M,Cutting System,WH02,FieldMachinery Inc,Standard Cutting Blade
370,72,gearbox_hd_l,5,2023-05-23,23:28:11,149.27,746.35,L,Transmission,WH03,FieldMachinery Inc,Heavy Duty Gearbox
371,399,engine_filter_m,5,2023-03-01,07:28:48,788.68,3943.4,L,Engine Components,WH01,GreenAgro Supplies,Engine Oil Filter
372,152,engine_filter_m,4,2023-02-28,18:01:05,594.18,2376.72,S,Engine Components,WH02,AgriParts Co,Engine Oil Filter
373,271,engine_filter_m,6,2023-06-23,11:31:20,219.67,1318.02,L,Engine Components,WH02,FieldMachinery Inc,Engine Oil Filter
374,280,blade_std_s,8,2023-04-04,02:39:27,49.62,396.96,S,Cutting System,WH01,FieldMachinery Inc,Standard Cutting Blade
375,111,engine_filter_m,1,2023-04-19,14:29:23,772.25,772.25,L,Engine Components,WH03,GreenAgro Supplies,Engine Oil Filter
376,217,bearing_axle_m,2,2023-08-13,23:19:16,816.43,1632.86,L,Chassis,WH01,FieldMachinery Inc,Axle Bearing
377,43,belt_drive_m,2,2023-07-14,18:36:57,1383.36,2766.72,S,Transmission,WH03,FieldMachinery Inc,Drive Belt Medium
378,201,starter_motor_s,2,2023-10-09,11:17:34,1055.55,2111.1,L,Electrical,WH01,AgriParts Co,Starter Motor
379,126,hyd_pump_l,7,2023-10-26,04:13:22,693.72,4856.04,L,Hydraulic System,WH01,FieldMachinery Inc,Hydraulic Pump Large
380,342,blade_std_s,2,2023-10-24,00:27:40,1069.15,2138.3,L,Cutting System,WH01,HarvestTech Ltd,Standard Cutting Blade
381,255,sensor_temp_s,9,2023-04-08,18:49:53,1179.91,10619.19,L,Electrical,WH02,HarvestTech Ltd,Temperature Sensor
382,191,blade_std_s,5,2023-10-18,04:17:53,1162.86,5814.3,S,Cutting System,WH02,GreenAgro Supplies,Standard Cutting Blade
383,140,radiator_cool_m,2,2023-08-05,09:34:25,1075.68,2151.36,L,Cooling System,WH03,AgriParts Co,Radiator Cooling Unit
384,255,chain_feed_l,9,2023-04-08,13:06:42,106.77,960.93,L,Feeding System,WH01,FieldMachinery Inc,Feed Chain Assembly
385,81,belt_drive_m,2,2023-05-17,20:53:43,1019.33,2038.66,S,Transmission,WH01,AgriParts Co,Drive Belt Medium
386,23,engine_filter_m,4,2023-04-12,01:40:26,720.85,2883.4,M,Engine Components,WH01,HarvestTech Ltd,Engine Oil Filter
387,19,radiator_cool_m,7,2023-09-16,08:10:27,499.66,3497.62,M,Cooling System,WH03,FieldMachinery Inc,Radiator Cooling Unit
388,139,hyd_pump_l,10,2023-12-15,13:34:24,201.12,2011.2,L,Hydraulic System,WH01,HarvestTech Ltd,Hydraulic Pump Large
389,115,radiator_cool_m,1,2023-11-26,14:35:50,126.67,126.67,M,Cooling System,WH02,FieldMachinery Inc,Radiator Cooling Unit
390,168,hyd_pump_l,9,2023-02-24,16:37:46,36.75,330.75,S,Hydraulic System,WH02,FieldMachinery Inc,Hydraulic Pump Large
391,379,starter_motor_s,4,2023-02-05,16:53:27,568.2,2272.8,M,Electrical,WH01,HarvestTech Ltd,Starter Motor
392,78,engine_filter_m,7,2023-07-01,00:52:13,368.67,2580.69,M,Engine Components,WH03,AgriParts Co,Engine Oil Filter
393,172,engine_filter_m,7,2023-09-17,11:11:46,178.32,1248.24,L,Engine Components,WH01,GreenAgro Supplies,Engine Oil Filter
394,252,engine_filter_m,3,2023-05-05,10:11:17,162.21,486.63,S,Engine Components,WH03,GreenAgro Supplies,Engine Oil Filter
395,359,sensor_temp_s,8,2023-07-22,03:05:28,881.64,7053.12,L,Electrical,WH01,GreenAgro Supplies,Temperature Sensor
396,39,starter_motor_s,10,2023-04-21,02:16:03,666.6,6666.0,S,Electrical,WH01,FieldMachinery Inc,Starter Motor
397,134,sensor_temp_s,7,2023-01-25,11:52:42,494.14,3458.98,M,Electrical,WH01,AgriParts Co,Temperature Sensor
398,104,blade_std_s,10,2023-06-11,03:58:03,254.23,2542.3,S,Cutting System,WH02,GreenAgro Supplies,Standard Cutting Blade
399,161,bearing_axle_m,2,2023-03-22,19:30:44,553.47,1106.94,S,Chassis,WH02,FieldMachinery Inc,Axle Bearing
400,238,belt_drive_m,2,2023-01-17,03:17:31,257.48,514.96,L,Transmission,WH02,AgriParts Co,Drive Belt Medium
401,111,sensor_temp_s,3,2023-04-19,03:19:15,1073.96,3221.88,M,Electrical,WH02,AgriParts Co,Temperature Sensor
402,347,belt_drive_m,5,2023-08-03,06:19:49,70.85,354.25,M,Transmission,WH02,HarvestTech Ltd,Drive Belt Medium
